district,date,N,P,K,pH,OC,EC,Zn,Fe,Cu,Mn,Soil_Moisture,Water_pH,Water_EC,TDS,Salinity,Hardness,Temperature,Rainfall,Humidity,Wind_Speed,Solar_Radiation,Crop,Soil_Type,Will_Grow,season
Hazaribagh,2061-07-20,364,5,75,6.29,0.53,1.16,4.47,17.75,2.34,11.95,16.81,8.5,0.17,113.7,2.36,270.2,19.3,139.9,82,7.4,238,Millets,Sandy,0,Kharif
Hazaribagh,2061-07-21,361,23,283,5.48,0.84,0.71,2.83,14.07,0.34,11.33,22.22,6.19,2.92,267.4,2.08,69.8,38.6,13.6,44.6,9.2,157.5,Pulses,Red Lateritic,0,Kharif
Khunti,2061-07-22,281,59,229,6.42,0.67,0.4,1.41,10.45,2.54,17.13,19.91,8.41,2.2,495,0.69,305.8,33.4,109.8,28,4.4,124.5,Millets,Sandy,0,Kharif
Ramgarh,2061-07-23,228,57,351,5.84,0.98,1.6,1.03,16.51,3.31,4.64,26.19,5.93,0.97,236.3,0.49,175.3,22.5,6.6,53.8,7.1,137.4,Maize,Red Lateritic,0,Kharif
Ramgarh,2061-07-24,167,10,163,7.85,1.66,0.97,3.02,10.87,4.62,3.29,18.57,7.82,2.82,296.2,2.26,107.6,36.1,102.9,98.7,1.4,97.9,Pulses,Alluvial,0,Kharif
Hazaribagh,2061-07-25,159,34,443,6.43,0.46,0.42,4.92,17.43,0.51,10.18,26.59,5.68,1.99,341.9,0.73,129.7,13.9,194.8,95.9,3.9,78.7,Wheat,Sandy,0,Kharif
Ramgarh,2061-07-26,139,44,485,6.37,1.56,0.79,4.28,8.9,2.94,10.46,21.93,7.85,1.01,179.3,0.03,134.1,19,83.2,49.1,1.7,148.7,Maize,Sandy,0,Kharif
Simdega,2061-07-27,326,57,114,7.09,1.58,1.81,4.16,5.21,1.82,19.56,15.38,6.05,2.9,319.7,0.29,276.2,24.9,163.3,73.7,5.9,204.5,Pulses,Sandy,0,Kharif
Giridih,2061-07-28,299,56,56,7.23,2.12,0.17,3.32,13.13,0.74,11.74,22.62,7.2,0.9,80.8,0.7,148,23.3,99.8,93.1,6.5,191.1,Rice,Sandy,0,Kharif
East Singhbhum,2061-07-29,205,51,126,4.82,2.42,0.97,3.53,11.98,2.87,16.22,19.1,7.52,0.61,305.9,2.43,208.2,32.1,95.9,78.5,3,99.6,Maize,Sandy,0,Kharif
Ramgarh,2061-07-30,271,47,76,5.83,1.18,0.3,3.31,4.41,1.24,4.59,13.63,7.4,0.67,463.2,1.53,68.1,39.7,185.8,30.7,14,192.1,Rice,Sandy,0,Kharif
Godda,2061-07-31,113,48,336,8.14,0.4,1.91,1.53,10.68,3.66,14.47,28.64,5.52,2.78,485.6,2.35,315.9,13.5,49.3,20.3,6,90,Millets,Alluvial,0,Kharif
Chatra,2061-08-01,191,11,192,8.17,2.22,1.29,3.48,9.42,0.95,16,35.33,7.04,0.32,449.5,1.45,343.8,32.8,9.8,63,3,146.1,Rice,Alluvial,0,Kharif
Latehar,2061-08-02,364,56,320,4.9,1.87,0.82,0.29,3,2.08,9.21,26.25,6.08,2.97,62.4,0.18,114.1,13.3,141.7,31.1,10.5,108.2,Vegetables,Sandy,0,Kharif
Dumka,2061-08-03,56,22,211,6.61,2.07,0.62,4.35,9.12,2.24,16.84,33.78,6.6,2.21,350.4,0.14,202.8,36.1,6.4,88.8,6.4,107.4,Rice,Loamy,0,Kharif
Hazaribagh,2061-08-04,62,7,465,4.76,1.26,0.9,2.02,19.92,0.57,15.28,17.67,6.52,0.96,217.2,1.45,333,17.9,107.8,51.6,14.4,185.2,Rice,Sandy,0,Kharif
Jamtara,2061-08-05,160,58,487,5.56,1.55,0.56,2.22,8.8,1,4.04,33.71,7.83,2.53,480,1.68,81.7,11.7,34.9,23.5,9.1,159.1,Millets,Sandy,0,Kharif
Deoghar,2061-08-06,103,50,217,6.68,1.57,0.97,1.83,7.37,0.73,4.7,29.59,5.95,2.55,421,2.28,123.8,20.1,144.9,77.5,12.3,149.9,Vegetables,Sandy,0,Kharif
Gumla,2061-08-07,332,50,193,7.01,2.48,0.38,4.45,17.02,2.75,3.15,39.84,7.16,1.76,229.9,2.08,57.4,12.7,156,78.5,6.5,155.3,Wheat,Sandy,0,Kharif
Sahebganj,2061-08-08,246,31,421,6.85,1.82,0.26,0.66,13.17,4.16,1.53,29.96,5.57,1.86,50.1,0.94,251,16,195.4,37.7,0.4,229.3,Millets,Sandy,0,Kharif
Dumka,2061-08-09,365,60,440,4.74,1.8,0.39,0.54,2.42,3.87,7.24,25.09,8.11,0.13,322.6,1.48,137.4,34,45.3,41.6,7.3,234.5,Wheat,Sandy,0,Kharif
West Singhbhum,2061-08-10,161,53,411,6.81,1.82,1.76,3.72,18.35,3.09,6.41,32.16,6.98,1.61,305.5,1.52,67.7,14,62.9,26.3,14.5,54,Wheat,Loamy,1,Kharif
East Singhbhum,2061-08-11,396,14,537,7.5,0.88,1.94,0.45,7.73,0.95,9.96,13.3,7.35,2.96,316.8,0.48,69.2,12.4,74.7,25.4,0.3,171.9,Millets,Black,0,Kharif
Ramgarh,2061-08-12,205,6,199,6.93,1.23,1.97,0.27,1.75,3.91,13.81,10.25,6.59,1.15,173.7,0.57,181.4,27.3,109.9,63.7,1.3,164.4,Vegetables,Sandy,0,Kharif
Jamtara,2061-08-13,173,20,349,5.3,0.72,0.14,3.36,12.09,1.6,16.03,39.65,7.26,1.15,132.7,1.48,240.7,20.5,128.4,25.9,13,156.6,Wheat,Red Lateritic,0,Kharif
Sahebganj,2061-08-14,390,59,522,4.69,2.16,0.6,4.94,5.55,0.68,9.07,28.08,5.96,2.29,263.1,1.99,134.8,20.9,53.2,53.9,7.8,248.3,Wheat,Black,0,Kharif
Palamu,2061-08-15,298,25,532,8.3,0.28,0.59,1.02,1.07,1.84,10.71,29.34,5.56,2.26,145.2,1.9,78.1,12.7,77,63,5.5,150.8,Pulses,Black,1,Kharif
Gumla,2061-08-16,304,38,287,4.82,2.1,1.71,1.25,9.46,4.81,17.33,15.81,8.44,1.63,276.3,0.2,257.1,20.4,30,74.3,12.8,77.9,Millets,Sandy,0,Kharif
West Singhbhum,2061-08-17,304,27,188,5,1.62,0.74,0.75,12.61,2.05,12.29,29.24,7.98,0.51,314.9,1,281.8,23.6,77,31.8,6.3,132.6,Vegetables,Sandy,0,Kharif
Garhwa,2061-08-18,205,56,68,5.16,1.93,1.33,4.38,14.84,1.54,17.82,22.68,7.77,0.13,305.5,1.32,56.4,20.7,68.9,60.7,7.4,145,Wheat,Sandy,0,Kharif
Chatra,2061-08-19,244,54,410,8.06,1.83,1.74,1.82,13.94,1.65,1.42,36.54,5.96,0.24,91.6,2.46,268.2,11.8,5.7,99.3,14.2,175.4,Maize,Alluvial,0,Kharif
Giridih,2061-08-20,217,38,449,5.61,2.42,1.69,3,12.18,2.75,14.31,33.83,6.41,0.27,449.8,1.87,275.6,33.1,63.4,87.5,3.9,220.3,Millets,Sandy,0,Kharif
Bokaro,2061-08-21,398,33,594,7,2.49,0.36,2.33,10.6,4.14,14.15,18.79,6.34,1.63,468.6,0.9,316,38.8,93.3,28.1,12.1,181.2,Maize,Black,0,Kharif
Gumla,2061-08-22,363,24,77,4.7,2,0.99,3.59,13.75,4.04,12.88,22.09,8.43,0.99,170.7,1.91,77,21.3,125.8,60.2,9.1,131.5,Wheat,Sandy,0,Kharif
West Singhbhum,2061-08-23,62,48,222,4.87,1.59,1.43,1.61,11.72,3.35,14.93,26.79,7.3,2.66,300.3,1.04,244.7,27.6,1.4,88,1.1,143.6,Vegetables,Sandy,0,Kharif
Koderma,2061-08-24,61,20,460,7.38,0.44,1.87,2.51,4.6,0.11,19.71,38.32,7.92,0.42,181.4,1.5,312.4,25.2,50.2,53.7,0.9,139.4,Maize,Sandy,0,Kharif
Koderma,2061-08-25,234,53,548,8.36,0.99,0.29,1.72,6.87,3.18,16.98,12.05,8.36,0.21,130.6,2.02,322.9,31.7,186.7,94.9,4.4,175.6,Pulses,Black,0,Kharif
Saraikela Kharsawan,2061-08-26,195,55,147,5.55,1.29,0.84,2.96,5.94,4.45,10.46,37.76,7.39,0.11,76.3,1.03,237.7,20.5,96.7,38,10.4,142.9,Vegetables,Sandy,0,Kharif
Godda,2061-08-27,227,12,311,8.09,0.37,0.89,0.39,3.94,4.65,15.09,23.46,6.54,0.77,386.6,1.69,51.4,20.9,32.4,89.5,11.6,50.2,Millets,Alluvial,0,Kharif
Koderma,2061-08-28,370,22,108,5.69,1.69,1.59,2.9,1.46,2.09,9.11,28.43,8.45,0.65,337.9,2.31,378.6,16.8,49.7,39.9,12.1,181.6,Wheat,Sandy,0,Kharif
Khunti,2061-08-29,262,24,569,7.13,2.02,1.48,1.12,8.46,2.05,17.78,28.47,6.31,0.16,256.5,1.53,65.3,15.5,171.4,25.3,7.5,163.5,Millets,Black,0,Kharif
Pakur,2061-08-30,317,23,547,7.64,1.03,1.08,3.53,8.04,2.97,18.57,29.27,6.55,0.45,445.2,0.01,139.7,25.2,41.2,50.4,1.2,155.5,Maize,Black,0,Kharif
Dhanbad,2061-08-31,186,14,414,5.4,1.98,1.91,4.07,10.59,0.43,15.39,35.6,5.88,2.7,180.9,1.4,358.9,27.9,76.5,25.2,4.5,198.8,Pulses,Sandy,0,Kharif
Sahebganj,2061-09-01,68,33,54,5.05,0.68,0.31,0.95,2.3,4.06,5.76,33.41,8.06,1.59,113.3,1.73,243.8,18.3,39,80,6.7,151.2,Millets,Red Lateritic,0,Kharif
Garhwa,2061-09-02,217,45,447,7.7,0.53,1.42,1.29,6.66,4.66,13.1,25.85,6.49,2.69,402.2,1.05,71.9,38.7,124.3,51.6,8.2,101.4,Millets,Alluvial,0,Kharif
Deoghar,2061-09-03,293,33,290,8.31,1.6,1.61,0.7,14.98,2.23,17.49,10.93,7.38,2.01,499.9,1.31,234.2,39.8,17.1,66.2,8.9,201,Maize,Alluvial,0,Kharif
Pakur,2061-09-04,217,39,251,5.09,0.47,1.79,4.16,16.55,1.44,3.58,10.74,6.71,0.91,205.2,1.51,222.9,31.3,26.2,45,8.5,194.7,Rice,Red Lateritic,0,Kharif
Palamu,2061-09-05,368,52,300,4.58,2.25,0.4,4.48,11.09,2.99,14.02,17.7,6.73,1.79,439.2,0.27,113.7,35.1,183.9,79.4,9.8,95.4,Pulses,Sandy,0,Kharif
Palamu,2061-09-06,65,6,227,5.99,2.28,1,1.67,12.78,2.55,18.78,36.07,7.7,1.46,154.7,1.07,50.2,33.3,32,30.1,11,209.7,Wheat,Sandy,0,Kharif
Hazaribagh,2061-09-07,382,32,95,8.4,0.27,1.96,1.63,16.47,3.49,7.53,21.27,6.61,0.77,136.5,0.47,99.3,15.9,158.2,81.7,9.4,235.6,Rice,Alluvial,0,Kharif
Godda,2061-09-08,146,53,536,6.59,1.05,1.51,1.15,15.06,0.73,12.01,33.33,8.2,2.35,154.2,1.78,355.4,23.7,196,38,13.3,215.6,Maize,Loamy,0,Kharif
Garhwa,2061-09-09,269,48,63,6.01,1.74,1.96,2.47,17.39,2.96,17.13,37.05,6.61,2.29,286.7,0.2,197.2,26.6,142.7,99,4.3,187.3,Wheat,Loamy,1,Kharif
Lohardaga,2061-09-10,275,52,387,7.13,0.32,0.81,1.1,4.66,4.24,7.11,34.48,8.11,2.62,226.9,0.08,368.3,12.6,176.1,76.9,7.8,247.9,Vegetables,Sandy,0,Kharif
Simdega,2061-09-11,333,58,360,7.84,0.38,1.32,2.83,12.51,3.06,18.43,11.8,7.75,0.88,213.8,1.2,262.5,28.8,28.8,89.9,5.2,247.9,Vegetables,Alluvial,0,Kharif
Dumka,2061-09-12,262,60,67,5.14,2.32,1.5,3.73,17.62,1.49,11.89,20.31,7.83,2.45,360.4,1.66,311.2,32.8,110.3,72.7,6.6,145.5,Maize,Sandy,0,Kharif
Dhanbad,2061-09-13,157,22,370,7.35,0.8,1.05,1.53,19.78,1.92,7.89,22.9,6.31,2.53,162.8,1.82,317.2,36.7,31.1,65.3,6.7,81.4,Rice,Sandy,0,Kharif
Pakur,2061-09-14,321,27,76,8.41,2.19,0.35,0.3,6.56,2.35,11.6,31.53,8.32,0.66,264.8,0.97,301.5,38.7,129.4,74.5,1.9,82.3,Vegetables,Alluvial,0,Kharif
Gumla,2061-09-15,188,57,508,4.99,0.74,1.85,3.62,8.31,0.82,8,14.7,7.33,0.46,278.5,0.27,321.8,10.3,195.3,43.9,13.7,173,Rice,Red Lateritic,0,Kharif
Khunti,2061-09-16,132,30,497,7.33,0.23,0.13,2.2,11.16,2.15,3.17,38.5,5.61,2.23,166.8,2.06,224.9,20.3,107.7,84.6,5.8,150.2,Maize,Sandy,0,Kharif
Pakur,2061-09-17,118,17,353,8.41,0.29,1.99,3.44,15.58,3.13,5.18,10.15,8.34,2.96,479,0.24,386.5,12.8,169.2,25,5.7,88.2,Millets,Alluvial,0,Kharif
Khunti,2061-09-18,305,55,198,6.27,1.61,1.43,1.47,16.81,3.82,12.46,20.99,7.08,0.92,409,1.83,193.3,36.2,73.3,33.7,14.8,92.9,Rice,Sandy,0,Kharif
West Singhbhum,2061-09-19,89,28,361,5.42,2.18,1.39,4.51,7.41,2.83,1.32,28.55,6.43,2.92,242.6,1.73,316.8,31.6,21,56.7,7.6,90.9,Rice,Sandy,0,Kharif
Koderma,2061-09-20,154,51,499,6.22,1.55,1.6,2.52,3.53,4.51,9.81,10.3,8.15,2.47,434.5,0.88,293.8,26.7,126.9,60.9,10.3,235.1,Maize,Sandy,0,Kharif
Deoghar,2061-09-21,108,14,459,7.94,1.41,1.26,4.42,6.69,2.14,17.87,29.5,6.23,2.74,187.8,0.5,211.4,36.6,124.7,62.7,2.3,150.6,Millets,Alluvial,0,Kharif
Koderma,2061-09-22,308,50,386,5.04,0.71,0.16,2.27,12.42,0.86,13.99,32.78,6.28,1.88,75.3,0.14,185.4,23.3,61.5,48.2,9.4,80.7,Pulses,Red Lateritic,0,Kharif
Ranchi,2061-09-23,305,29,413,7.27,0.65,0.7,3.91,13.85,1.1,1.19,23.93,8.16,1.5,178.7,0.13,70.1,13.7,137,29.2,3.8,163.1,Rice,Sandy,0,Kharif
Koderma,2061-09-24,352,43,325,7.35,1.48,1.08,3.71,1.83,1.45,13.66,17.76,7.9,0.91,266.7,1.66,103.7,19,147.2,41.4,7,166.5,Maize,Sandy,0,Kharif
Ranchi,2061-09-25,351,60,357,5.83,1.47,1.07,0.66,4.8,1.29,10.51,25.18,7.22,0.62,366.8,1.73,375.8,18.4,190.1,63.5,12.4,248.8,Wheat,Sandy,0,Kharif
Sahebganj,2061-09-26,250,15,440,5.89,1.16,0.3,0.31,1.08,0.79,11.75,13.73,7.73,2.49,141,2.4,270.6,22.2,184.1,57.5,5.1,166.1,Wheat,Sandy,0,Kharif
Palamu,2061-09-27,333,15,442,8.32,2.18,0.74,1.52,2.04,2.05,6.04,19.34,6.85,0.37,415.9,0.92,312.4,24.2,76.5,85.4,8,151.6,Millets,Alluvial,0,Kharif
Dhanbad,2061-09-28,54,47,380,6.18,2.3,1.72,4.02,12.29,3.4,12,32.05,8.23,2.66,81.5,0.32,399.1,26.1,135.3,50.4,13.7,89.2,Millets,Loamy,0,Kharif
Pakur,2061-09-29,97,30,145,7.34,1.33,1.7,0.39,17.84,4.13,11.99,37.15,6.42,0.37,353.8,0.19,126.7,10.1,89.9,53,1,145,Maize,Sandy,0,Kharif
Khunti,2061-09-30,101,54,334,7.39,1.03,1.54,4.97,11.52,3.65,13.97,28.91,8.05,1.33,269,2.49,130.2,16.8,134,20.3,7.6,240.7,Rice,Sandy,0,Kharif
Jamtara,2061-10-01,349,35,356,4.57,1.71,1.95,2.67,9.01,4.1,8.94,37.66,6.92,1.47,336.1,1.92,73.7,31.7,95.6,92.2,14,165.9,Pulses,Sandy,0,Kharif
West Singhbhum,2061-10-02,270,47,433,5.25,1.39,1.15,1.35,10.43,2.31,18.53,34.31,6.5,0.94,190.6,1.44,164,24.5,9.2,21.8,13.5,141.4,Pulses,Sandy,0,Kharif
Deoghar,2061-10-03,205,11,528,5.65,1.34,1.07,0.55,8.66,3.12,13.11,32.61,7.53,0.67,327.3,2.25,78.9,20.2,170.4,84.6,0.2,56.3,Wheat,Black,0,Kharif
Latehar,2061-10-04,238,33,559,8.11,1.55,1.3,2.01,1.22,4.42,17.76,33.96,7.8,1.96,451.3,2.31,263.1,26.1,35.1,23.7,12,125.2,Wheat,Black,0,Kharif
West Singhbhum,2061-10-05,343,28,389,6.83,2.15,0.14,3.53,7.92,3.03,8.18,27.53,7.76,2.33,416.1,0.25,361.8,33.5,104.4,60.1,13.4,89.6,Wheat,Sandy,0,Kharif
Dumka,2061-10-06,211,42,423,5.45,1.34,1.48,0.68,15.87,2.85,17.39,20.39,6.73,2.89,389.3,1.51,110.7,38.7,162.9,87.3,2.7,88.6,Millets,Sandy,0,Kharif
Hazaribagh,2061-10-07,144,9,340,7.57,1.41,1.32,2.2,6.29,2,14.88,23.66,5.94,0.96,54.4,0.24,346.4,18.3,124.8,93.8,0.8,212.3,Pulses,Alluvial,0,Kharif
West Singhbhum,2061-10-08,148,30,325,5.47,0.76,0.92,0.34,3.83,2.17,4.06,33.61,7.81,1.65,240,1.28,170.2,23.2,62.9,73.6,12.8,235.3,Vegetables,Red Lateritic,0,Kharif
East Singhbhum,2061-10-09,157,15,112,6.28,1.66,0.57,4.56,14.15,4.48,9.18,33.62,7,1.73,52.2,1.75,224.5,24.3,144.6,68.4,7.8,113.2,Wheat,Loamy,1,Kharif
Saraikela Kharsawan,2061-10-10,145,21,92,7.38,1.87,0.9,4,2.39,1.49,5.65,25.63,6.06,0.5,494,0.17,76.9,17.5,51.8,80.5,5.8,159.4,Millets,Sandy,0,Kharif
Hazaribagh,2061-10-11,380,56,231,6.99,1.23,1.53,4.29,4.77,2.46,9.12,14.82,6.7,2.6,254,1.28,87.7,31.6,15.2,92,5.6,92.9,Wheat,Sandy,0,Kharif
Hazaribagh,2061-10-12,171,40,222,5.88,1.01,1.82,0.96,3.68,0.99,6.66,15.02,8.46,2.76,490.5,0.07,188.5,27.1,23.9,81.8,0.7,63,Millets,Sandy,0,Kharif
Jamtara,2061-10-13,295,28,559,8.11,1.15,0.53,3.77,8.64,4.95,8.24,34.25,8.05,0.37,253.6,0.12,167.4,38.7,73.8,82.5,5.2,71.6,Pulses,Black,0,Kharif
Deoghar,2061-10-14,288,43,593,4.75,2.49,0.21,2.2,13.97,3.84,15.41,10.8,6.45,0.27,95.1,2.47,302.7,30.6,15.6,89.7,4.6,232.3,Pulses,Black,0,Kharif
Giridih,2061-10-15,256,11,173,7.56,0.93,0.67,2.94,19.72,0.34,17.79,12.7,6.76,2.59,259.2,0.15,263.1,15.3,154.9,23.8,14.7,161.7,Pulses,Alluvial,0,Kharif
Saraikela Kharsawan,2061-10-16,255,8,176,6.29,2.16,0.57,2.28,9.81,1.07,11.74,22.59,6.81,2.65,170,2.25,103.2,15,86.8,53.2,12,189.2,Millets,Sandy,0,Kharif
Bokaro,2061-10-17,53,36,592,6.74,1.74,0.15,2.09,18.98,1.5,10.36,24.72,8.5,1.56,418.8,0.97,350.1,10,68,86,1.3,228.5,Vegetables,Black,0,Kharif
Garhwa,2061-10-18,53,39,541,7.06,1.25,1.26,4.34,9.06,2.42,11.1,17.66,7.06,2.67,190.7,0.76,166.9,25.4,120,58.9,1.6,158.9,Pulses,Black,0,Kharif
Jamtara,2061-10-19,372,17,267,4.99,2.31,0.22,4.73,11.19,4.11,17.67,15.07,6.33,2.81,367.9,1.64,296.6,36.2,27.2,83.1,3.4,231,Rice,Sandy,0,Kharif
West Singhbhum,2061-10-20,145,22,290,5.95,1.98,0.37,2.6,16.51,1.1,8.61,35.06,6.82,2.33,113.9,1.01,210.3,21.4,147,51.5,10,177,Maize,Sandy,0,Kharif
Gumla,2061-10-21,360,55,169,6.36,2.38,1.03,1.67,19.96,2.57,9.28,38.21,6.34,1.47,264.6,2.13,135.7,15,67.9,43.3,1.2,87.3,Maize,Loamy,0,Kharif
Lohardaga,2061-10-22,168,47,471,4.59,0.34,0.67,0.83,1.82,2.86,19.31,21.39,5.5,2.56,376.5,1.82,151,12.9,54,96.8,5.4,53.3,Rice,Red Lateritic,0,Kharif
Latehar,2061-10-23,233,57,179,6.86,1.28,0.48,3.61,8,3.54,5.22,12.12,6.92,2.28,193.9,0.35,269.8,18,38.9,81.8,13.4,105.9,Rice,Sandy,0,Kharif
Ramgarh,2061-10-24,228,40,537,4.56,1.94,1.36,2.54,16.63,2.34,15.41,28.5,6.76,2.53,143.2,0.93,272.1,39.7,150.9,60.7,12.6,164.5,Wheat,Black,0,Kharif
Dhanbad,2061-10-25,366,23,531,8.17,1.19,0.35,2.01,12.36,3.03,14.44,22.94,7.14,2.13,254.5,0.3,388.3,17.8,18.9,20.3,14.1,160.5,Millets,Black,0,Kharif
Sahebganj,2061-10-26,375,50,315,5.64,1.09,1.33,4.73,3.53,4.59,7.13,37.82,6.8,2.98,321.6,0.41,183.8,20.2,69.2,83.5,2.2,161.6,Vegetables,Sandy,0,Kharif
Lohardaga,2061-10-27,365,53,352,6.02,2.02,0.76,3.49,15.94,0.58,10.24,24.94,8.23,1.82,221.5,2.23,224.3,23.2,186.2,47.8,9.6,157.1,Millets,Sandy,0,Kharif
Ramgarh,2061-10-28,342,5,521,7.46,1.84,1.8,4.52,15.04,0.99,12.96,26.98,6.22,2.33,134.2,1.39,212.5,17.1,44.2,96.2,9.9,53,Vegetables,Black,0,Kharif
Hazaribagh,2061-10-29,332,16,224,4.75,0.48,1.73,1.35,6.42,4.94,8.63,27.06,8.24,2.09,474.1,0.84,217.6,32.2,196.6,73.1,2.7,155.1,Wheat,Red Lateritic,0,Kharif
Lohardaga,2061-10-30,237,21,454,5.35,1.66,1.71,0.71,8.03,0.35,12.35,22.96,5.61,0.83,359,0.39,375.7,26.1,94.5,42.8,11.3,90.2,Maize,Sandy,0,Kharif
Koderma,2061-10-31,279,7,246,5.87,1.26,0.38,3.46,10.84,3.58,9.36,19.67,6.31,2.61,103,2.44,187,37.8,195.6,88.6,5.2,174,Vegetables,Sandy,0,Kharif
West Singhbhum,2061-11-01,120,13,70,8.4,2.25,1.41,0.72,7.15,0.96,16.01,33.27,8.38,1.09,91,1.83,189.3,10,39.3,23.3,2,75.2,Rice,Alluvial,0,Rabi
Chatra,2061-11-02,241,34,592,6.17,1.04,0.76,3.54,6.87,4.72,13.45,19.61,7.78,2.21,116.5,0.57,363.2,29.1,65.1,57,11,197,Millets,Black,0,Rabi
Ranchi,2061-11-03,396,30,567,5.07,1.32,0.83,3.23,19.17,3.64,3.31,13.72,5.86,2.86,414.9,2.34,365.6,25.6,10.4,40.3,8.3,52.6,Maize,Black,0,Rabi
Latehar,2061-11-04,151,38,225,8.14,1.05,1.97,4.18,13.03,3.67,8.28,17.1,6.52,0.45,468.8,1.4,251.1,22.8,37.8,78.4,2.3,89.7,Pulses,Alluvial,0,Rabi
Giridih,2061-11-05,328,59,279,5.56,1.28,1.08,2.08,2,2.01,15.55,25.98,6.53,2.25,391.6,1.05,321.8,28,120.6,20.7,14.2,165.7,Maize,Sandy,0,Rabi
Sahebganj,2061-11-06,270,38,81,5.28,2.4,1.92,4.07,10.51,3.02,9.46,37.09,7.86,1.2,498.3,0.89,50.3,11.3,28.7,70,2.7,153,Rice,Sandy,0,Rabi
East Singhbhum,2061-11-07,73,18,217,5.48,1.46,1.3,4.02,4.46,4.96,19.93,20.33,7.42,2.84,81.2,2.43,126.8,13.3,75.7,37.7,8.5,228.5,Millets,Sandy,0,Rabi
Sahebganj,2061-11-08,226,35,211,5.74,0.76,1.69,4.1,7.79,0.51,4.95,18.15,6.87,0.93,285.8,1.62,188.7,17.3,15.7,22.6,4.3,66.5,Pulses,Red Lateritic,0,Rabi
Jamtara,2061-11-09,342,39,189,5.07,0.51,1.44,2.43,2.44,5,8.55,22.04,6.48,1.3,207.8,2.4,282.7,22.6,127.5,97.6,13.6,161.2,Maize,Red Lateritic,0,Rabi
Dhanbad,2061-11-10,343,42,77,6.65,0.24,1.6,2.81,10.06,0.44,17.76,34.76,6.28,2.94,201.1,1.16,315.4,25.7,54.7,86.1,6.2,139.9,Wheat,Loamy,1,Rabi
Gumla,2061-11-11,238,30,258,6.97,0.37,1.95,0.87,19.04,4.63,13.47,36.15,6.1,1.71,389.6,1.14,303.6,39.5,141.8,40.1,7.4,210.9,Rice,Loamy,0,Rabi
Sahebganj,2061-11-12,110,55,118,5.92,0.34,0.57,3.89,10.21,0.14,13.85,35.17,7.67,0.59,374,0.86,107.8,17,133.4,20,7.2,227.6,Vegetables,Red Lateritic,0,Rabi
Jamtara,2061-11-13,59,55,219,6.35,1.95,0.44,4.7,7.45,3.86,2.82,22.15,5.57,1.02,297.4,2.31,244.9,12.7,72.2,95.2,12.7,170.8,Pulses,Sandy,0,Rabi
Dumka,2061-11-14,314,18,235,6.51,2.43,0.51,3.75,14.03,2.91,13.95,37.99,6.44,1.79,489.2,1.48,336.2,32.6,197.1,59.5,10.8,148.9,Millets,Loamy,0,Rabi
Latehar,2061-11-15,397,25,307,8.21,1.59,0.6,4.53,10.26,1.01,3.56,30.43,6.51,1.01,246.6,2.25,85.2,30.7,176,97.5,2.6,132.4,Wheat,Alluvial,0,Rabi
Ramgarh,2061-11-16,296,41,321,8.19,0.74,0.66,1.45,10.25,0.91,4.97,35.88,6.22,1.91,159.4,1.22,356.3,33.2,179.2,62.4,0.9,242.6,Pulses,Alluvial,0,Rabi
West Singhbhum,2061-11-17,259,20,436,8.28,1.5,1.52,1.64,15.29,3.75,1.93,27.84,6.23,0.25,308.7,1.42,358.7,36.1,106.6,75.3,4.3,65.8,Wheat,Alluvial,0,Rabi
Giridih,2061-11-18,239,39,314,5.77,1.81,1.11,4.26,10.75,4.07,18.63,36.6,7.24,2.21,491.8,1.96,191,10.7,93.4,48.9,1.1,178.9,Maize,Sandy,0,Rabi
Koderma,2061-11-19,272,53,540,7.14,1.67,1.12,4.68,11.32,0.29,1.28,34.52,5.73,1.42,146.6,1.97,162.2,32.6,185.4,76.5,6,130.6,Rice,Black,0,Rabi
Pakur,2061-11-20,155,24,360,5.4,1.58,1.1,2.67,18.87,0.5,11.03,28.38,7.76,1.44,470.8,0.49,69.4,16.5,14.1,51.8,4.5,122.2,Pulses,Sandy,0,Rabi
Pakur,2061-11-21,232,49,537,5.17,1.94,1.29,2.69,17.95,3.53,17.25,12.21,7.93,0.54,130,1.37,109.6,22.3,179.3,20.4,2.3,225.7,Maize,Black,0,Rabi
Ranchi,2061-11-22,380,18,312,7.73,0.68,0.69,4.74,9.73,3.92,9.48,12.79,8.13,1.01,134.1,0.38,103.3,30.3,16.8,95.2,13.1,85.6,Wheat,Alluvial,0,Rabi
West Singhbhum,2061-11-23,300,45,355,7.36,1.74,1.87,3.13,17.71,4.7,3.09,28.91,7.32,0.35,59.8,0.99,228.6,36.4,178.4,58.9,2.8,213.1,Millets,Sandy,0,Rabi
Deoghar,2061-11-24,267,9,200,5.02,0.7,1.87,3.76,17.81,0.38,5.46,35.14,6.11,2.87,96.3,0.33,101.9,10.9,192.4,94,14.6,215.6,Wheat,Red Lateritic,0,Rabi
East Singhbhum,2061-11-25,257,54,177,7.58,1.97,0.62,3.33,12.1,2.23,10.23,19.63,7.99,2.37,356.9,1.08,96.5,37.9,143.9,97.2,9.7,122.6,Wheat,Alluvial,0,Rabi
Garhwa,2061-11-26,80,23,134,4.92,0.93,0.83,1.21,14.35,1.74,19.98,11.87,7.37,1.22,478.3,0.12,220.1,36.1,56.5,89.1,3.4,61.7,Wheat,Red Lateritic,0,Rabi
